,label,text
449,1,je ne pense pas que les hommes et les femmes soient égaux.
450,1,les profs guy sont de loin meilleurs que les profs qui sont des filles.
451,0,"à l'époque, les hommes étaient responsables et les femmes étaient obligées à leur égard. aujourd'hui, les femmes sont tout aussi égales et même meilleures."
452,1,certaines choses ne devraient pas être dites par les femmes
453,0,elle se fiche de ce que tu penses.
454,1,cette fille en face de moi a une jungle sur chaque jambe.
455,1,je crois que les femmes sont inférieures aux hommes.
456,1,"si les femmes gouvernaient le monde, il n'y aurait pas de guerre du tout."
457,0,vous ne comprenez pas mon intention
458,1,comment sont les filles si mauvais en maths quand ils savent tant sur le volume des cheveux et le volume de leur mascara
459,1,typique femme se collant le nez où elle ne devrait pas
460,1,"une fille ne devrait pas être capable de dire ""je suis sur mes règles je ne me sens pas bien"" et ne pas avoir à travailler."
461,1,les féministes m'énervent.
462,1,je n'aime pas traiter avec les femmes quand il y a des affaires à faire.
463,1,les mecs sont meilleurs que les femmes en tout. ce n'est pas sexiste mais c'est juste parce que nous sommes compétitifs en enfer
464,1,encore et encore on me rappelle brutalement qu'avoir une patronne vraiment suce
465,1,je ne suis pas sexiste mais sur ma vie il y a un gène chez les femmes qui bloque leur rationalité.
466,1,c'est important quand une femme me surprend de sa compétence.
467,1,tout le monde et leurs mères doivent cesser d'agir comme des hommes
468,1,la raison pour laquelle les femmes libérales sont libérales est qu'elles ont jusqu'à présent des hommes libéraux
469,1,beaucoup de femmes essaient de penser comme un homme pour éviter de se blesser/jouer au lieu d'être juste une femme.
470,1,les féministes précaires ont créé une journée sans femmes.
471,1,que ferons-nous sans féministes?! tout.
472,1,rien de tel qu'une belle femme avec de jolis pieds dans une belle paire de chaussures !
473,1,cela doit être changé en un jour sans les féministes de la troisième vague. de vraies femmes travailleront.
474,1,les femmes conservatrices et intelligentes n'ont pas pris de congé le jour d'une journée sans femmes
475,1,tu as une forte prise pour une fille
476,1,il est temps de se lever et de marcher comme un homme
477,1,agissez comme une dame et pensez comme un homme.
478,1,"tu devrais ressembler à une fille, agir comme une dame, penser comme un homme et travailler comme un patron."
479,1,"en tant qu'homme, j'aurais dit cette phrase deux fois plus bonne."
480,1,les femmes sont censées être aimées de ne pas être comprises
481,1,"je vais créer un restaurant appelé ""monde sandwich"" et je ne vais embaucher que des femmes."
482,1,"agissez comme une dame, pensez comme un homme."
483,1,c'est impossible pour une fille d'être fidèle
484,1,les filles couvertes sont mieux que les filles couvertes
485,1,vraiment une journée sans femmes devrait être rebaptisée une journée sans bébé féministes cri. aucune dame respectable avec une vraie vie le reconnaissent.
486,1,saviez-vous qu'abcdefg signifie un garçon peut tout faire pour une fille. l'inverse gfedcba signifie fille oublier tout fait et attraper nouveau garçon à nouveau.
487,1,"désolé, mais de vraies femmes se présentent pour leurs engagements."
488,1,"je me fiche que tu penses être dur si tu ne peux pas agir comme un homme, personne ne te respectera."
489,1,beaucoup de femmes essaient de penser comme un homme pour éviter de se blesser au lieu d'être juste une femme.
490,1,"je pense qu'elle encourage la haine à l'égard d'un homme bon, d'un homme qu'elle ne sera jamais aussi bon, ni aussi principe."
491,1,"tu n'es pas mignon, tu ressembles toujours à un homme qui est certainement un aspect positif"
492,1,"si un homme épouse une bonne femme, il aura une vie heureuse tant qu'il n'est pas ambitieux et qu'il est calme et obéissant."
493,1,rien ne peut détruire la productivité d'un homme comme l'amour d'une femme !
494,1,"six pieds deux pouces, c'est trop dur pour une fille."
495,1,une bonne femme sait que peu importe qui fait un travail de gestion aussi longtemps que son meilleur homme pour le travail #iwd2017
496,1,tu dois agir comme une femme et penser comme un homme
497,1,"quand une fille pleure pour un mec, ça veut dire qu'il lui manque vraiment, mais quand un mec pleure pour une fille, personne ne peut aimer cette fille plus que lui."
498,1,"les femmes sont territoriales dans leurs cuisines, c'est comme un homme et son garage."
499,1,tu es anormalement grand pour une fille.
500,1,arrête de t'appeler jolie et sexy. tu ne dis pas ça un million de fois ça ne te fait pas non plus.
501,1,"ce ne sont pas des blondes idiotes, peut-être ont-elles juste des illusions d'adéquation ?"
502,1,arrête de dire des blondes stupides avec de jolis visages que tu as besoin d'un joli visage pour tirer ça !
503,1,jus va le dire encore une fois bitch dumb !
504,1,"attends, le dos de nickki, elle porte des culottes bleues ?"
505,1,"juste moi, ou ces blondes chaudes ne sont pas du tout chaudes ?"
506,1,qui était responsable de convaincre ces filles qu'elles étaient si jolies ?
507,1,les filles passent par là sont baisées ou sucent la bite de colin !
508,1,ces filles sont plutôt horribles.
509,1,"si je dois regarder cinq minutes de plus de ces putes coincées, idiotes, je me couterai moi-même."
510,1,"je déteste ces deux filles, mais elles ne sont pas sexy non plus."
511,1,ils restent juste pour que les producteurs puissent avoir une confrontation entre eux et les salopes chics
512,1,"vu que vous pensez tous les deux que c'est un concours de modélisation, je vous donne un score de dix pour votre look."
513,1,"les filles, vous n'êtes pas sales, plutôt salopes."
514,1,j'ai enfin trouvé ce qu'elle mannequins. des orteils de chameau.
515,1,la question est qu'ils sont jolis ?
516,1,vous venez de prouver que vous êtes deux blondes avec des visages de merde !
517,1,"la seule façon pour ces filles de rester, c'est qu'elles soufflent tous les mecs dans la pièce."
518,1,sept pour cent de toutes les pertes auditives sont le résultat d'une séance dans un restaurant à côté d'une table pleine de femmes qui vient de recevoir le dessert.
519,1,un processeur de texte est trop technique pour les hoes skanky
520,1,"peut-être que si les filles avaient passé moins de temps à regarder et embrasser des miroirs et plus de temps en préparation de la réunion, ils seraient mieux en dehors."
521,1,j'espère que les vaches blondes ne s'en sortiront pas !
522,1,je ne vois pas ses ailes secrètes de victoria bientôt.
523,1,ces deux blondes ne sont pas assez maigres pour être des mannequins.
524,1,ces deux-là prennent blonde stupide à un nouveau niveau
525,1,les filles qui disent qu'elles sont chaudes ont généralement une vision surgonflée d'elles-mêmes
526,1,annie ressemble à une souris
527,1,tu es le genre de salope qui fait vraiment le show
528,1,"oh mon dieu, les salopes vont s'en sortir"
529,1,je pense que c'est la modestie de nikki et katie qui les a rendus si attrayants.
530,1,alors ces blondes sont parties.
531,1,"bénissez-les, ils pensent toujours qu'ils étaient chaud"
532,1,le visage qu'elle vient de tirer était hideux.
533,1,je vais m'évanouir les yeux si cette salope ne s'en va pas.
534,1,"phoebe, change de visage."
535,1,c'est une de ces rares poubelles qui deviennent encore plus moches quand elle sourit
536,1,victoria doit être la plus grosse garce du monde.
537,1,je veux lui gifler ce stupide sourire.
538,1,"je l'ai aimée ce soir, mais elle a toujours l'air d'avoir les cheveux trop serrés."
539,1,cette gifle serait tes cuisses alors que tu marches avec celine
540,1,celina est un éléphant et son peuple est enfin venu
541,1,quelqu'un peut lui donner une gifle sur la tête
542,1,c'est vraiment un sale travail pour être honnête.
543,1,"tout ce dont elle a besoin maintenant, c'est d'un chapeau de sorcière !"
544,1,"chaque fois que je vois son visage, j'ai envie de vomir."
545,1,le féminisme est aussi une question d'obtenir des trucs gratuits et d'utiliser le sexisme bienveillant à leur avantage.
546,1,"ces femmes ne sont pas exploitées, elles font un choix calculé d'utiliser le sexe pour faire avancer leur carrière."
547,1,"oui, la culture du viol est un mensonge!"
548,1,"à partir de maintenant, j'utiliserai ""petite fille"". sauf que ça insulte les femmes qui les comparent aux féministes."
549,1,"les féministes pensent que haïr les hommes, c'est le féminisme."
550,1,les fils sont beaucoup plus à risque maintenant que les filles à cause des lois féministes.
551,1,"les écrivains masculins pour ""journaux"" se font généralement virer pour beaucoup moins."
552,1,"donc s'il la frappait de la même façon pour ce qu'elle portait, ça irait aussi ?"
553,1,les hommes et les femmes devraient-ils avoir des droits juridiques égaux?
554,1,suquer les maths et la logique est une exigence pour le féminisme...
555,1,"tu as l'air d'une gentille fille, je te demande juste de creuser un peu plus dans le sujet."
556,1,le pourboire est plus large que ses hanches...
557,1,je sais que sa petite sœur se surestime beaucoup ici.
558,1,"si un mec pleure à cause d'une fille en robe de mariée, alors il a un vagin"
559,1,j'ai vu des filles vraiment stupides qui donnent de la crédibilité à l'argument.
560,1,un paquet de filles de skate est peut-être la chose la plus bizarre que j'aie jamais vue.
561,1,"en fait, je préfère avoir des gars en charge. l'atmosphère est certainement plus décontractée et amusante."
562,1,les femmes ne peuvent pas jouer au football !
563,1,"ne laissez jamais les femmes conduire, elles vous casseront le bras !"
564,1,"d'habitude, je m'en vais quand les femmes annonceuses de sport sont sur sportscenter."
565,1,"chers femmes, le masquage ne fonctionne pas."
566,1,soyons réels et convenons que les hommes sont supérieurs.
567,1,"s'il vous plaît les femmes. quand vous vous engagez à votre homme, engagez-vous à la salle de gym aussi."
568,1,les ancres sportives féminines sont les pires. ça me met mal à l'aise quand les femmes en savent plus sur le sport que moi.
569,1,"si je donne une fille dans la rue mes vêtements, je m'attends à ce qu'elle rentre à la maison et les repasse"
570,1,"je paie les factures de ce ménage, c'est le moins qu'elle puisse faire."
571,1,les femmes sont des conducteurs horribles.
572,1,"honnêtement, les femmes ne devraient pas annoncer le football."
573,1,tout semble concerner les femmes.
574,1,les comédiennes ne sont pas drôles du tout.
575,1,"les tests sont comme les femmes. difficile à comprendre, facile à surmonter, et non remboursable."
576,1,les femmes ne devraient jamais être autorisées à parler de sport à la télévision.
577,0,les femmes se fichent de toi.
578,1,je trouve les joueuses de sport très ennuyeuses.
579,1,je suis convaincu que les femmes ne devraient pas être autorisées à conduire.
580,1,"si je vois une femme chez les hommes aujourd'hui, j'appelle la police."
581,1,les femmes m'énervent.
582,1,les femmes sont tellement têtues
583,1,les reporters sportives ont toujours l'air d'avoir aucune idée de ce qu'elles font.
584,1,je déteste comment les filles sont toujours faites pour être les victimes
585,1,"quand je vais dans une auto, je préfère parler à un type."
586,1,je ne fais pas confiance aux filles dans un magasin d'armes.
587,1,j'ai besoin d'une femme pour faire ma lessive.
588,1,les comédiennes sont nulles
589,1,je ne vote pas pour lady..
590,1,la vue des filles fumer est désagréable
591,1,plus de gens seraient satisfaits de moi en tant que président qu'une femme
592,1,juste parce qu'une femme a marqué un grand but ne signifie pas que le football féminin est un bon
593,1,elle est blonde. qu'est-ce que tu veux ?
594,1,je n'aime pas les chanteuses country.
595,1,je n'aime pas une fille qui aime trop le football
596,1,"parfois, je regarde une femme et je réfléchis si j'offrais une chèvre et plein sac de pommes de terre pour sa main"
597,1,"seules les filles devraient porter des boucles d'oreilles, ça a juste l'air mal sur les gars"
598,1,les femmes ne peuvent pas conduire
599,0,il y a des choses que les femmes ne font pas.
600,1,je ne supporte pas les femmes commentatrices dans le football.
601,1,je crois que les femmes devraient se tenir à un autre niveau que les garçons.
602,1,les comédiens masculins sont plus drôles que les comédiens féminins.
603,1,je ne respecte rien qu'une fille ait à dire sur le football ou le sport lui-même.
604,1,je n'ai jamais vraiment rencontré une fille drôle.
605,1,je déteste les analystes de sports féminins parce que je jure qu'ils ne font que regarder une feuille de statistiques et dire l'évidence
606,1,"pas d'offense pour qui que ce soit, mais les femmes sont de mauvais conducteurs."
607,1,c'est exactement à ça que les femmes devraient ressembler !
608,1,les femmes devraient cesser de faire semblant de faire une différence en politique.
609,1,"la plupart d'entre vous les filles devraient sortir sans maquillage, c'est probablement super effrayant"
610,1,rt @lucasrobson09 je ne peux pas m'occuper des annonceuses féminines de football.
611,1,je ne pense pas que les femmes devraient annoncer des matchs de football
612,1,les filles ne devraient pas être autorisées à commenter des matchs de football.
613,1,les filles devraient se raser quel que soit le mois qu'il est
614,1,pas une autre femme premier ministre parce que regardez ce qui se passe
615,1,pourquoi les femmes sont-elles si facilement confuses ?
616,1,"si j'étais assis dans un avion prêt à partir, et qu'une femme capitaine vienne sur le haut-parleur, je partirais probablement immédiatement."
617,1,je ne supporte pas les femmes journalistes dans les sports masculins
618,1,je veux dire que les femmes qui aboient dans le bureau sont les mêmes que celles qui s'agenouillent ou se soumettent dans la chambre à coucher.
619,1,appelez-moi vieille façon mais je sens qu'une femme a besoin de savoir comment jeter dans la cuisine et un homme fournit.
620,1,"toutes les filles devraient venir avec un signe ""vous devez être si grand pour monter mon roller coaster émotionnel""."
621,1,toutes les filles devraient être tristes de ne pas être un garçon
622,1,"je ne suis pas sexiste, je suis réaliste."
623,1,il y a quelque chose à propos des femmes qui jouent au rugby qui n'a pas l'air juste.
624,1,les filles à vélo avaient l'air bizarres.
625,1,"non, je ne suis pas sexiste pour t'avoir traité de con, tu es juste offensé que je t'aie appelé comme tu es et que je sois vraiment en colère."
626,1,le truc que les filles écrivent et mettent sur les réseaux sociaux est la preuve que les hommes sont plus intelligents
627,1,je pense que les médecins devraient s'en tenir à être des hommes
628,1,il y a certaines choses dont une femme ne peut rien me dire.
629,1,pourquoi les femmes managers pensent qu'ils sont la plus grande création de dieu. ils sont way trop de pouvoir faim.
630,1,"en général, les hommes font mieux la musique."
631,1,je ne pense pas vouloir voir une femme présidente à ce stade de ma vie.
632,1,ce n'est pas sexiste si tu as raison.
633,1,l'agression sexuelle est un terme trop large.
634,1,je dois dire que les femmes sont les pires conducteurs
635,1,"je jure que je ne suis pas sexiste, mais il y a beaucoup trop de femmes dans cette ville."
636,1,quelque chose ne va pas quand les femmes appellent un match de football
637,1,"ça me dérange quand quelqu'un utilise un langage malhonnête, mais quand il sort d'une bouche de filles, ça semble dix fois pire."
638,1,je refuse de regarder un match de football dans lequel une femme arbitre.
639,1,mais les hommes sont supérieurs aux femmes.
640,1,regarder le basketball de la fille me donne envie de me tirer dans la tête
641,1,la lecture sur la promotion sociale des femmes est si ennuyeuse.
642,1,je n'aime pas les emplois féminins.
643,1,je ne me sens vraiment pas à l'aise d'avoir une femelle barber coupé mes cheveux plus jamais
644,1,je préfère les professeurs masculins aux femmes.
645,1,je ne suis pas d'accord avec les femmes dans les sports qui parlent uniquement des sports masculins.
646,1,"je parle football avec une fille, et c'est bizarre."
647,1,les blagues sexistes sont drôles
648,1,être capable de cuisiner est l'une des qualités les plus attrayantes qu'une femme puisse avoir.
649,1,je vais prendre une femme qui peut cuisiner sur une qui ne peut pas n'importe quel jour
650,1,je ne peux pas parler de sport avec les femmes.
651,1,les femmes ne sont pas bonnes les unes les autres.
652,1,je ne me sens pas en sécurité avec une fille.
653,1,ma femme n'aura pas de travail de neuf à cinq.
654,1,"retourne dans la cuisine, salope."
655,1,je ne suis pas sexiste alors je vais t'appeler gros si je veux bien.
656,1,j'espère que je n'ai pas de fille.
657,1,l'énoncé « tous les hommes conducteurs sont meilleurs que les femmes » est correct dans tous les sens
658,1,"mon fils peut faire tout ce qu'il veut, mais ma fille n'est pas vraiment là."
659,1,les comédiennes ne sont pas drôles.
660,1,c'est dur de regarder un jeu quand il y a un commentateur féminin.
661,1,je ne peux vraiment pas supporter les joueuses de sport.
662,1,aucune femme ne devrait être autorisée à annoncer un match de football.
663,1,"la majorité des mauvais conducteurs sont des femmes, n'est-ce pas?"
664,1,les vraies dames devraient respecter les valeurs traditionnelles. les hommes devraient être des hommes et les femmes devraient être des femmes.
665,1,"beaucoup de gens m'appellent sexiste, mais ces gens sont des femmes, et leurs opinions n'ont pas d'importance."
666,1,mais c'est extrêmement dur pour moi d'écouter une chanteuse
667,1,les féministes m'énervent.
668,1,je déteste quand les filles sont de mauvaise humeur alors ce que j'essaie de dire c'est que je déteste les filles
669,1,les filles de haine qui pensent qu'elles sont vraiment sexy parce qu'elles obtiennent avec une personne différente chaque semaine
670,1,je pense que les comédiens masculins sont plus drôles que les comédiens féminins.
671,1,"les femmes ont tendance à être en retard pour chaque événement indépendamment de la race, donc c'est probablement dans leurs gènes."
672,1,les femmes de burkhahs me font peur.
673,1,"merde, les femmes chauffeurs sont horribles !"
674,1,je déteste quand les femmes font des commentaires sur le sport.
675,0,est-ce que toi et ta petite fille regardez les sports ensemble ?
676,1,les femmes commentatrices de football m'ennuient tellement qu'elles ne se taisent jamais.
677,1,les hommes seront toujours des conducteurs supérieurs
678,1,le football n'est pas destiné aux femmes.
679,0,il semble que le monde ne soit pas prêt pour que l'un des pays les plus puissants et les plus influents ait une femme dirigeante.
680,1,"je préférerais qu'elle me fasse un sandwich, au lieu de présenter son produit."
681,1,"mesdames, si vous avez dormi autour de votre prix baisse, vous savez que c'est vrai."
682,1,les bitches ne peuvent pas driver
683,1,quand il s'agit d'apprendre je préfère un homme. tous mes professeurs préférés étaient des hommes.
684,1,le football féminin me rend malade.
685,1,"les femmes sont vraiment de mauvais conducteurs. désolé, c'est la vérité."
686,1,je déteste servir les femmes !
687,1,qu'est-ce qui m'intéresse moins que le football féminin ?
688,1,je jure devant dieu que seulement deux pour cent des femmes de londres savent conduire correctement.
689,1,les féministes me rendent malade dans la façon dont ils se battent pour l'égalité.
690,1,je trouve une poignée de main chaleureuse entre deux femmes très embarrassante.
691,1,un mot à toutes les dames en jupes ou shorts très courts cet été. merci.
692,1,"je m'en fiche, mais une pakistanaise devrait savoir comment faire rotti"
693,1,je déteste entendre les filles se disputer sur le sport
694,1,je n'aime pas les femmes commentatrices sur le sport masculin
695,1,"je ne suis pas sexiste mais bon sang, les meilleures blagues sont."
696,1,je ne peux pas profiter d'un jeu avec une femme annonceuse qui l'appelle
697,1,les filles qui applaudissent pour une équipe parce qu'ils pensent que l'un des joueurs est le besoin chaud de revenir dans la cuisine
698,1,rt @sensip40: les femmes brisées de mes et jeunes générations échouent cette description d'une manière ou d'une autre. et les hommes sont à féminin à dââ‚¬¬¦
699,1,"wow, tu es un énorme trou du cul ! @jontaylorr je ne suis pas sexiste, mais le football féminin devrait être aux jeux paralympiques."
700,1,"à en juger par votre nom d'utilisateur seul, oui, vous êtes. @skateparkslut je ne suis pas sexiste, mais je n'aime vraiment pas la majorité des adolescentes"
701,1,juste une femme typique qui veut tout
702,1,la grande majorité des femmes que je connais sont du mal pur
703,1,le stéréotype n'a pas encore prouvé que j'avais tort sur les femmes chauffeurs.
704,1,"aucune femme ne me dira jamais quoi faire, y compris ma mère."
705,1,je n'ai jamais trouvé une comédienne drôle.
706,1,"si danica était un homme, personne ne la remarquerait."
707,1,"si c'est une femme qui rappe, je n'aime pas la chanson."
708,1,je ne voterais jamais pour une fille présidente.
709,1,"tu peux m'appeler sexiste si tu veux, mais si tu ne peux pas cuisiner, tu deviens moins séduisant."
710,1,je n'ai pas encore vu une drôle de comédienne.
711,0,"super, tu as le choix."
712,0,y a-t-il des neurones qui tirent là-dedans ?
713,1,"c'était généralement intelligent, drôle et relatable sans la ruiner avec être trop girly"
714,0,"wow. c'était généralement une pièce d'écriture intelligente, drôle et relatable."
715,1,je préfère la voix masculine à la voix féminine.
716,1,je ne crois pas qu'une fille ait une idée de ça.
717,0,ils ne sont pas d'aide quand vous êtes seul et avez besoin de plus de temps
718,1,j'adore regarder les femmes avec des gros culs s'en aller
719,1,je me sens plus en sécurité si un homme conduit au lieu d'une femme.
720,1,je ne suis pas sexiste mais je ne peux pas être avec une garce autoritaire
721,1,"je déteste un mec qui manque de masculinité, c'est le pire."
722,1,la plupart des femmes musiciens sucent
723,1,une femme ne devrait jamais se laisser aller.
724,1,si tu veux être intelligent avec les hommes.
725,1,"chaque fois qu'olivia parle dans cette réunion, je veux la gifler."
726,1,elle n'a pas de père dans sa vie alors elle est une future strip-teaseuse d'amérique dans la fabrication
727,1,une femme veut que son homme la traite comme une princesse au monde et la baise comme une pute.
728,1,les femmes sont si compliquées qu'il vaut mieux ne pas les comprendre.
729,1,j'ai l'impression que les costumes sont plus pour les hommes.
730,1,j'ai besoin que mes assistantes soient sexy.
731,1,je ne peux pas respecter l'opinion d'une femme ni la divertir quand il s'agit de ce sujet.
732,1,les filles qui jouent au football dans un parc sans gars ont juste l'air un peu contre nature.
733,1,arnab est une femme pour qu'elle ne cesse pas de parler.
734,1,"je ne suis pas sexiste, je dis juste ce que je vois comme un fait."
735,1,"désolé d'avoir l'air rudimentaire un moment, mais même le cul de ramona n'a pas fait de cette réunion la peine d'assister."
736,1,aucune fille ne devrait être l'homme dans une relation
737,1,il arrive que les hommes soient plus intelligents naturellement.
738,1,je trouve ça vraiment bizarre de voir une femme dans une réunion pleine de mecs
739,1,"je suis d'accord avec les rôles de genre, j'ai une bite, vous non, le genre n'est pas le même."
740,1,je crois que les hommes devraient subvenir aux besoins de la famille et que les femmes devraient rester à la maison et prendre soin des enfants.
741,1,les femmes sont des conducteurs imprudents.
742,1,les femmes ne devraient pas rapatrier leur dégoût
743,1,"quand les femmes travaillent dans la construction, ce n'est pas la même chose"
744,1,"des centaines d'années à se battre pour l'égalité, et tu vas jouer à l'idiot ?"
745,1,"quand les filles supplient de porter quelque chose comme ça, ne vous serrez pas si vous voyez un mec regarder."
746,1,arrête d'être féministe parce que tu luttes pour attirer l'autre sexe.
747,1,ma sœur est une femme et asiatique. c'est la pire pilote d'amérique.
748,1,"je vais juste le dire, les femmes ne peuvent pas se garer."
749,1,je pense que les femmes sont jalouses parce qu'elles sont inférieures
750,0,chaque équipe que j'ai jamais eue a toujours été strictement masculine
751,1,je ne crois pas à l'égalité entre les sexes.
752,1,je n'ai pas rencontré une seule femme qui soit bonne au parking.
753,0,elle devrait se garer près de l'immeuble là-bas et nous rejoindre dans le hall.
754,1,a quoi bon avoir une femme de ménage quand j'ai une mère et une sœur ?
755,1,aussi sur cette note n'importe quel homme qui porte un faux bronzage n'est pas un homme
756,1,"mesdames, arrêtez de parler de football, on ne parle pas de cuisine."
757,1,je ne crois pas que les femmes soient des patronnes.
758,1,c'est au-delà de toute compréhension. les filles sont juste horribles à la géographie
759,1,"je ne dis pas que les femmes ne peuvent pas être de grands leaders ou qu'elles sont faibles, c'est le fait qu'elles sont incroyablement plus trompeuses"
760,1,homme conduit empires tombent généralement en raison de l'écoute de la femme ou plus souvent de la mère qui montre qui était vraiment dans la conduite des choses
761,1,"attendez, vous le prenez trop personnellement."
762,1,ew @matty__clark est allé dans les clubs sociaux depuis que j'avais 12 ans et de voir les femmes dans le bar principal est fou comme tout simplement pas droite. #notsexist
763,1,je crois que les hommes et les femmes ont leur rôle à la maison.
764,1,tu devrais la rencontrer.
765,1,je ne comprends vraiment pas quand les filles sont comme complètement incompétentes dans la cuisine
766,1,"je veux une fille qui cuisine et qui nettoie, je m'occupe de toi et de tout le reste."
767,1,hennessy est certainement un verre pour les hommes.
768,1,"je n'ai jamais rencontré une femme qui puisse bien conduire, mais ça ne me regarde pas."
769,0,le bar de belgique près de la fin de la route était un endroit idéal pour aller après le travail
770,1,"quand les femmes feront quelque chose de remarquable en plus de donner naissance, je leur donnerai la reconnaissance qu'elles méritent."
771,1,vous êtes ce qui ne va pas avec l'amérique. les périodes ne sont pas des excuses pour rentrer tôt à la maison.
772,1,je n'ai pas peur de frapper une fille.
773,0,les voitures sans chauffeur seraient une amélioration pour certains des clowns sur la route!
774,1,"beaucoup de jambes à la réunion aujourd'hui, je suppose que nous sommes d'accord."
775,1,pourquoi les filles sont-elles juste en colère contre le monde sans raison ?
776,1,notre entreprise ne sera pas prise au sérieux si michelle devient une dirigeante
777,1,elle n'a pas sa culotte dans un tas.
778,1,les femmes ne me font pas rire.
779,1,"si vous avez un vagin, n'essayez pas d'être drôle."
780,1,il est évident qu'une femme ne peut pas faire le travail d'un homme quand il s'agit d'entraîneur de tennis
781,1,j'ai encore une fille dans mon groupe de recrues.
782,1,"si jamais on a une présidente, je quitte l'organisation."
783,1,nos deux femmes managers sont retardés et globalement inutiles
784,1,les filles de notre âge qui conduisent est super effrayant
785,1,"les femmes n'ont pas d'affaires à commenter le football, c'est comme un homme qui dirige une classe d'accouchement."
786,1,pourquoi les femmes de los angeles sont-elles si salopes ?
787,1,je crois fermement que l'homme donne le ton de la relation.
788,1,avec n'importe quelle journaliste sportive je ne peux pas écouter ou même penser que leurs informations sont crédibles.
789,1,apprenez à ne pas tirer la carte de la femme.
790,1,je ne peux pas regarder un match de football avec une annonceuse féminine.
791,1,quelques femmes ne devraient pas être au volant d'un véhicule.
792,1,il y a des choses que les filles ne devraient pas faire.
793,1,c'est vraiment un boulot pour une dame.
794,1,je ne suis pas sûr d'écouter une femme qui me donne des directives.
795,1,je déteste les femmes snobs qui ne savent pas où elles sont devant les hommes !
796,1,"je ne vous vois pas avec un permis de pilote. @rennie93 femmes luttent pour conduire des voitures.. pourtant, nous avons un pilote de notre avion #notsexist #justhonest"
797,1,"je refuse de regarder un match de football si une femme commente. je ne suis pas sexiste, mais certaines personnes n'appartiennent pas à certaines choses."
798,1,la dernière fois que tu as entendu quelqu'un rompre avec une fille plutôt calme ?
799,1,les femmes devraient se raser les jambes.
800,1,j'aime que mes femmes soient des domestiques ou des femmes au foyer.
801,1,je suis d'accord pour dire que les toilettes des femmes sont bien pires que celles des hommes.
802,1,"pas parce que c'est une femme, mais parce que c'est une salope stupide."
803,1,les femmes sont vraiment stupides.
804,1,ne dis pas que les femmes dirigent le monde quand ce sont les hommes qui le dirigent littéralement.
805,1,ce gars ne va jamais vivre en perdant contre cette fille dans la compétition de pitch produit
806,1,la majorité des filles sont inutiles dans les projets de groupe.
807,1,je n'aime pas les films avec des femmes avec le rôle principal.
808,1,"si vous êtes barman féminin, vous acceptez certaines normes de genre"
809,1,"il y a zéro femme que je connais qui ne sont pas stupides d'une façon ou d'une autre, mais qui n'écoutent pas."
810,1,"quand une femme tombe dans une épave, je ne suis pas surprise."
811,1,"hé bébé, tu n'as pas à te comporter comme une garce de pleurnicheur"
812,1,"les filles, arrêtez de mettre vos portables dans vos poches, ce n'est pas séduisant et ça nuit au butin."
813,1,"je n'ai pas l'intention que ma femme soit une femme qui travaille, qu'elle me traite de sexiste."
814,1,je ne veux pas qu'une femme mélange mon shawarma.
815,1,"désolé chérie, je ne peux pas contrôler à quel point j'aime les gros culs."
816,1,tu devrais savoir que je suis un homme et que les hommes n'écoutent pas vraiment les femmes quand elles parlent.
817,1,les rôles de genre doivent certainement être acceptés et respectés.
818,1,c'est toujours les femmes qui s'attendent à ce que vous lisiez leurs pensées
819,1,je peux dire avec certitude que j'ai eu une conversation intelligente avec une femme de moins de trente ans.
820,1,les filles ne chantent pas le pays aussi bien que les gars
821,1,rappelle-moi pourquoi les femmes sont autorisées à nouveau ?
822,1,"les filles ne savent rien du sport, et quand il s'agit de football, elles répètent tout ce que leur père dit."
823,1,les sentiments d'une femme peuvent changer et changent à l'heure actuelle sans préavis.
824,1,combien d'hommes faut-il pour fouiller le sol ?
825,1,j'ai les yeux bandés. @ptierney1992 je ne suis pas sexiste... mais je ne veux pas que les femmes se parlent de sport.
826,1,la seule façon pour ces filles de garder un emploi c'est s'ils font sauter tous les mecs dans la pièce.
827,0,les abonnés pensent et parlent de leurs problèmes. les dirigeants pensent et parlent des solutions.
828,0,ceux qui laissent les choses arriver perdent généralement à ceux qui font les choses arriver
829,0,"dites-lui que si ses actions inspirent les autres à rêver plus, à en apprendre plus, à faire plus et à devenir plus, elle est une leader"
830,0,celle qui veut diriger l'orchestre doit tourner le dos à la foule.
831,0,les gens achètent dans le leader avant d'acheter dans la vision
832,0,une entreprise est plus forte si elle est liée par l'amour plutôt que par la peur.
833,0,"la clé du succès du leadership aujourd'hui est l'influence, et non l'autorité."
834,0,"à l'aube du siècle prochain, les dirigeants seront ceux qui responsabiliseront les autres."
835,0,"l'art du leadership est de dire non, pas oui. il est très facile de dire oui."
836,0,elle m'a dit que la première clé du leadership est la maîtrise de soi.
837,0,"un patron dit, allez! un chef dit, letâ € tm s go!"
838,0,une grande personne attire de grandes personnes et sait les tenir ensemble
839,0,travaillez plus dur sur vous-même que sur votre travail.
840,0,"travaillons sans raisonner, dit martin, c'est le seul moyen de rendre la vie endurable."
841,0,"celui qui n'avance pas, recule."
842,0,j'aime le travail : il me fascine. je peux m'asseoir et le regarder pendant des heures.
843,0,"j'arrive toujours tard au bureau, mais je me réconcilie en partant tôt."
844,0,"il n'y a pas de bonheur à courir, nous devons travailler pour le bonheur."
845,0,assurez-vous de choisir le travail qui vous rend heureux
